split,category,label,video_path,video_exists,readable,total_frames,fps,duration_seconds,failure_reason
train,Adjectives,91. new,Adjectives/91. new/MVI_9259.MOV,True,True,46,25.0,1.84,
train,Adjectives,79. short,Adjectives/79. short/MVI_9463.MOV,True,True,56,25.0,2.24,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_9450.MOV,True,True,50,25.0,2.0,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_9233.MOV,True,True,48,25.0,1.92,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5260.MOV,True,True,69,25.0,2.76,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9277.MOV,True,True,57,25.0,2.28,
train,Adjectives,91. new,Adjectives/91. new/MVI_5308.MOV,True,True,42,25.0,1.68,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9278.MOV,True,True,62,25.0,2.48,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9451.MOV,True,True,57,25.0,2.28,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_9449.MOV,True,True,47,25.0,1.88,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9441.MOV,True,True,57,25.0,2.28,
train,Adjectives,94. good,Adjectives/94. good/MVI_5318.MOV,True,True,44,25.0,1.76,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_5327.MOV,True,True,58,25.0,2.32,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_9291.MOV,True,True,63,25.0,2.52,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_5184.MOV,True,True,69,25.0,2.76,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_5337.MOV,True,True,48,25.0,1.92,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_5205.MOV,True,True,66,25.0,2.64,
train,Adjectives,79. short,Adjectives/79. short/MVI_5269.MOV,True,True,51,25.0,2.04,
train,Adjectives,91. new,Adjectives/91. new/MVI_5148.MOV,True,True,57,25.0,2.28,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9440.MOV,True,True,58,25.0,2.32,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_5257.MOV,True,True,52,25.0,2.08,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_9535.MOV,True,True,65,25.0,2.6,
train,Adjectives,1. loud,Adjectives/1. loud/MVI_5179.MOV,True,True,66,25.0,2.64,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_9249.MOV,True,True,48,25.0,1.92,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_5249.MOV,True,True,67,25.0,2.68,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_5137.MOV,True,True,56,25.0,2.24,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_5342.MOV,True,True,53,25.0,2.12,
train,Adjectives,79. short,Adjectives/79. short/MVI_9301.MOV,True,True,49,25.0,1.96,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9360.MOV,True,True,53,25.0,2.12,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5261.MOV,True,True,63,25.0,2.52,
train,Adjectives,94. good,Adjectives/94. good/MVI_5316.MOV,True,True,46,25.0,1.84,
train,Adjectives,94. good,Adjectives/94. good/MVI_9270.MOV,True,True,46,25.0,1.84,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_9454.MOV,True,True,44,25.0,1.76,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_9295.MOV,True,True,48,25.0,1.92,
train,Adjectives,94. good,Adjectives/94. good/MVI_9510.MOV,True,True,62,25.0,2.48,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_5285.MOV,True,True,51,25.0,2.04,
train,Adjectives,78. long,Adjectives/78. long/MVI_9378.MOV,True,True,52,25.0,2.08,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_9488.MOV,True,True,65,25.0,2.6,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9398.MOV,True,True,50,25.0,2.0,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_5218.MOV,True,True,66,25.0,2.64,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9294.MOV,True,True,56,25.0,2.24,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_9541.MOV,True,True,57,25.0,2.28,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9359.MOV,True,True,55,25.0,2.2,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_5138.MOV,True,True,49,25.0,1.96,
train,Adjectives,79. short,Adjectives/79. short/MVI_5189.MOV,True,True,57,25.0,2.28,
train,Adjectives,78. long,Adjectives/78. long/MVI_9217.MOV,True,True,52,25.0,2.08,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9319.MOV,True,True,51,25.0,2.04,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_5341.MOV,True,True,41,25.0,1.64,
train,Adjectives,78. long,Adjectives/78. long/MVI_9218.MOV,True,True,53,25.0,2.12,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_9330.MOV,True,True,50,25.0,2.0,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_5297.MOV,True,True,55,25.0,2.2,
train,Adjectives,94. good,Adjectives/94. good/MVI_5317.MOV,True,True,49,25.0,1.96,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_5265.MOV,True,True,48,25.0,1.92,
train,Adjectives,91. new,Adjectives/91. new/MVI_5151.MOV,True,True,59,25.0,2.36,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5262.MOV,True,True,66,25.0,2.64,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9479.MOV,True,True,52,25.0,2.08,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9321.MOV,True,True,54,25.0,2.16,
train,Adjectives,87. hot,Adjectives/87. hot/MVI_9247.MOV,True,True,55,25.0,2.2,
train,Adjectives,97. dry,Adjectives/97. dry/MVI_9522.MOV,True,True,64,25.0,2.56,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9478.MOV,True,True,54,25.0,2.16,
train,Adjectives,94. good,Adjectives/94. good/MVI_5160.MOV,True,True,62,25.0,2.48,
train,Adjectives,78. long,Adjectives/78. long/MVI_9459.MOV,True,True,51,25.0,2.04,
train,Adjectives,79. short,Adjectives/79. short/MVI_9461.MOV,True,True,57,25.0,2.28,
train,Adjectives,94. good,Adjectives/94. good/MVI_9351.MOV,True,True,50,25.0,2.0,
train,Adjectives,78. long,Adjectives/78. long/MVI_5107.MOV,True,True,71,25.0,2.84,
train,Adjectives,94. good,Adjectives/94. good/MVI_9268.MOV,True,True,46,25.0,1.84,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_9374.MOV,True,True,45,25.0,1.8,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9400.MOV,True,True,53,25.0,2.12,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9373.MOV,True,True,47,25.0,1.88,
train,Adjectives,79. short,Adjectives/79. short/MVI_5111.MOV,True,True,68,25.0,2.72,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9238.MOV,True,True,51,25.0,2.04,
train,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9292.MOV,True,True,53,25.0,2.12,
train,Adjectives,78. long,Adjectives/78. long/MVI_9458.MOV,True,True,56,25.0,2.24,
train,Adjectives,91. new,Adjectives/91. new/MVI_5307.MOV,True,True,39,25.0,1.56,
train,Adjectives,84. small little,Adjectives/91. new/MVI_5307.MOV,True,True,39,25.0,1.56,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_5207.MOV,True,True,57,25.0,2.28,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_9477.MOV,True,True,56,25.0,2.24,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_9476.MOV,True,True,54,25.0,2.16,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_9235.MOV,True,True,46,25.0,1.84,
train,Adjectives,91. new,Adjectives/91. new/MVI_9340.MOV,True,True,49,25.0,1.96,
train,Adjectives,83. big large,Adjectives/83. big large/MVI_9394.MOV,True,True,59,25.0,2.36,
train,Adjectives,3. happy,Adjectives/3. happy/MVI_5343.MOV,True,True,73,25.0,2.92,
train,Adjectives,84. small little,Adjectives/84. small little/MVI_9480.MOV,True,True,55,25.0,2.2,
val,Adjectives,3. happy,Adjectives/3. happy/MVI_9376.MOV,True,True,36,25.0,1.44,
val,Adjectives,84. small little,Adjectives/84. small little/MVI_9237.MOV,True,True,52,25.0,2.08,
val,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9537.MOV,True,True,69,25.0,2.76,
val,Adjectives,3. happy,Adjectives/3. happy/MVI_9456.MOV,True,True,43,25.0,1.72,
val,Adjectives,78. long,Adjectives/78. long/MVI_5267.MOV,True,True,62,25.0,2.48,
val,Adjectives,1. loud,Adjectives/1. loud/MVI_9534.MOV,True,True,56,25.0,2.24,
val,Adjectives,1. loud,Adjectives/1. loud/MVI_5178.MOV,True,True,64,25.0,2.56,
val,Adjectives,87. hot,Adjectives/87. hot/MVI_9410.MOV,True,True,56,25.0,2.24,
val,Adjectives,84. small little,Adjectives/84. small little/MVI_5208.MOV,True,True,58,25.0,2.32,
val,Adjectives,79. short,Adjectives/79. short/MVI_9302.MOV,True,True,44,25.0,1.76,
val,Adjectives,97. dry,Adjectives/97. dry/MVI_9361.MOV,True,True,53,25.0,2.12,
val,Adjectives,97. dry,Adjectives/97. dry/MVI_5248.MOV,True,True,58,25.0,2.32,
val,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5340.MOV,True,True,53,25.0,2.12,
val,Adjectives,91. new,Adjectives/91. new/MVI_9261.MOV,True,True,49,25.0,1.96,
val,Adjectives,94. good,Adjectives/94. good/MVI_5159.MOV,True,True,63,25.0,2.52,
val,Adjectives,83. big large,Adjectives/83. big large/MVI_5125.MOV,True,True,71,25.0,2.84,
val,Adjectives,79. short,Adjectives/79. short/MVI_5190.MOV,True,True,56,25.0,2.24,
val,Adjectives,91. new,Adjectives/91. new/MVI_9423.MOV,True,True,49,25.0,1.96,
val,Adjectives,83. big large,Adjectives/83. big large/MVI_9396.MOV,True,True,56,25.0,2.24,
val,Adjectives,94. good,Adjectives/94. good/MVI_9350.MOV,True,True,45,25.0,1.8,
test,Adjectives,84. small little,Adjectives/84. small little/MVI_9320.MOV,True,True,52,25.0,2.08,
test,Adjectives,79. short,Adjectives/79. short/MVI_9303.MOV,True,True,49,25.0,1.96,
test,Adjectives,87. hot,Adjectives/87. hot/MVI_9248.MOV,True,True,48,25.0,1.92,
test,Adjectives,79. short,Adjectives/79. short/MVI_5191.MOV,True,True,64,25.0,2.56,
test,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9539.MOV,True,True,65,25.0,2.6,
test,Adjectives,94. good,Adjectives/94. good/MVI_9430.MOV,True,True,67,25.0,2.68,
test,Adjectives,84. small little,Adjectives/84. small little/MVI_5127.MOV,True,True,80,25.0,3.2,
test,Adjectives,3. happy,Adjectives/3. happy/MVI_9297.MOV,True,True,48,25.0,1.92,
test,Adjectives,87. hot,Adjectives/87. hot/MVI_9489.MOV,True,True,62,25.0,2.48,
test,Adjectives,78. long,Adjectives/78. long/MVI_9379.MOV,True,True,52,25.0,2.08,
test,Adjectives,87. hot,Adjectives/87. hot/MVI_9487.MOV,True,True,63,25.0,2.52,
test,Adjectives,83. big large,Adjectives/83. big large/MVI_5283.MOV,True,True,57,25.0,2.28,
test,Adjectives,1. loud,Adjectives/1. loud/MVI_9369.MOV,True,True,48,25.0,1.92,
test,Adjectives,87. hot,Adjectives/87. hot/MVI_9408.MOV,True,True,63,25.0,2.52,
test,Adjectives,79. short,Adjectives/79. short/MVI_9220.MOV,True,True,49,25.0,1.96,
test,Adjectives,83. big large,Adjectives/83. big large/MVI_9475.MOV,True,True,54,25.0,2.16,
test,Adjectives,1. loud,Adjectives/1. loud/MVI_9289.MOV,True,True,55,25.0,2.2,
test,Adjectives,1. loud,Adjectives/1. loud/MVI_5258.MOV,True,True,76,25.0,3.04,
test,Adjectives,91. new,Adjectives/91. new/MVI_5230.MOV,True,True,57,25.0,2.28,
test,Adjectives,87. hot,Adjectives/87. hot/MVI_5216.MOV,True,True,57,25.0,2.28,
test,Adjectives,1. loud,Adjectives/1. loud/MVI_9536.MOV,True,True,57,25.0,2.28,
test,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5180.MOV,True,True,68,25.0,2.72,
test,Adjectives,83. big large,Adjectives/83. big large/MVI_5203.MOV,True,True,65,25.0,2.6,
test,Adjectives,78. long,Adjectives/78. long/MVI_9219.MOV,True,True,53,25.0,2.12,
test,Adjectives,78. long,Adjectives/78. long/MVI_9300.MOV,True,True,56,25.0,2.24,
test,Adjectives,94. good,Adjectives/94. good/MVI_5158.MOV,True,True,73,25.0,2.92,
test,Adjectives,78. long,Adjectives/78. long/MVI_5268.MOV,True,True,60,25.0,2.4,
test,Adjectives,78. long,Adjectives/78. long/MVI_5106.MOV,True,True,68,25.0,2.72,
test,Adjectives,84. small little,Adjectives/84. small little/MVI_5206.MOV,True,True,53,25.0,2.12,
test,Adjectives,78. long,Adjectives/78. long/MVI_9377.MOV,True,True,53,25.0,2.12,
test,Adjectives,3. happy,Adjectives/3. happy/MVI_5263.MOV,True,True,53,25.0,2.12,
test,Adjectives,83. big large,Adjectives/83. big large/MVI_9395.MOV,True,True,57,25.0,2.28,
test,Adjectives,94. good,Adjectives/94. good/MVI_5239.MOV,True,True,56,25.0,2.24,
test,Adjectives,1. loud,Adjectives/1. loud/MVI_5177.MOV,True,True,56,25.0,2.24,
test,Adjectives,79. short,Adjectives/79. short/MVI_5271.MOV,True,True,52,25.0,2.08,
test,Adjectives,3. happy,Adjectives/3. happy/MVI_5183.MOV,True,True,71,25.0,2.84,
test,Adjectives,91. new,Adjectives/91. new/MVI_5150.MOV,True,True,64,25.0,2.56,
test,Adjectives,91. new,Adjectives/91. new/MVI_9501.MOV,True,True,49,25.0,1.96,
test,Adjectives,79. short,Adjectives/79. short/MVI_9462.MOV,True,True,54,25.0,2.16,
test,Adjectives,84. small little,Adjectives/84. small little/MVI_9397.MOV,True,True,51,25.0,2.04,
test,Adjectives,1. loud,Adjectives/1. loud/MVI_5259.MOV,True,True,64,25.0,2.56,
test,Adjectives,87. hot,Adjectives/87. hot/MVI_9329.MOV,True,True,53,25.0,2.12,
test,Adjectives,79. short,Adjectives/79. short/MVI_9222.MOV,True,True,49,25.0,1.96,
test,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9372.MOV,True,True,47,25.0,1.88,
